id_mhs,list matkul,rekomendasi matkul
13518103,"BI2001-2019, KU2061-2019, KU4070-2019, KU4072-2019, KU4078-2019, IF4020-2019, IF4021-2019, IF4042-2019, IF4044-2019, MA2231-2019, MA2252-2019","IF4072-2019, IF3159-2019, IF4052-2019, IF4033-2019, KU4183-2019, KU2061-2013, IF4074-2019"
13518104,"IF4031-2019, IF4071-2019, IF4072-2019, KU2061-2019, KU4072-2019, KU4079-2019, DK4206-2019, IF4042-2019, DK4111-2019, OS3201-2019","IF4150-2019, IF3159-2019, IF4074-2019, IF4033-2019, II4032-2019, AS2005-2013, IF4041-2019, IF4073-2019, IF4052-2019, KU4078-2019, IF4061-2019, IF4051-2019, KU2062-2013, BI2001-2019, IF4020-2019, II4038-2019, KU4183-2013, KU2061-2013, AS2005-2019, DK3014-2019, IF4021-2019, IF4043-2019, IF4044-2019, KU4183-2019, IF4040-2019, KU4273-2019, IF4070-2019, KU4095-2019, BI2001-2013"
13518105,"BI2001-2019, IF4031-2019, IF4072-2019, KU4078-2019, KU4183-2019, IF4033-2019, KU2062-2019","IF3159-2019, KU2061-2013, IF4052-2019, II4032-2019, II4038-2019, IF4071-2019, IF4074-2019, IF4041-2019, IF4044-2019, IF4061-2019, IF4020-2019, IF4043-2019, IF4150-2019, IF4051-2019, AS2005-2013, KU2062-2013, IF4021-2019, KU4072-2019, DK3014-2019, KU4183-2013, KU2061-2019, KU4079-2019, IF4073-2019, IF4042-2019, IF4040-2019, IF4070-2019, KU4172-2019, KU4273-2019, AS2005-2019, BI2001-2013"
13518106,"AS2005-2019, IF4041-2019, IF4071-2019, IF4072-2019, IF4074-2019, KU2061-2019, KU4070-2019, KU4071-2019, KU4072-2019, KU4078-2019, KU4190-2019, IF4020-2019","IF4042-2019, IF3159-2019, IF4073-2019, IF4150-2019, AS2005-2013, KU4273-2019, IF4061-2019"
13518107,"BI2001-2019, IF4043-2019, IF4072-2019, KU2061-2019, KU4182-2019, KU4183-2019, IF4020-2019, IF4042-2019, IF4044-2019, KU4273-2019","IF3159-2019, IF4052-2019, KU2061-2013, IF4031-2019, DK3014-2019, IF4071-2019, IF4061-2019, IF4074-2019, IF4041-2019, IF4033-2019, II4038-2019, IF4021-2019, IF4150-2019, II4032-2019, KU4072-2019, AS2005-2013, KU4184-2013, IF4040-2019, KU2062-2013, KU4078-2019, KU4183-2013, AS2005-2019, IF4073-2019, IF4051-2019, KU4172-2019, IF4070-2019, KU4095-2019, KU4079-2019, KU2062-2019, BI2001-2013"
13518108,"BI2001-2019, DK3014-2019, IF4043-2019, KU2061-2019, KU4078-2019, KU4225-2019","IF3159-2019, IF4061-2019, IF4074-2019, KU2061-2013, IF4072-2019, IF4041-2019, IF4150-2019"
13518109,"BI2001-2019, IF4072-2019, KU2061-2019, KU4072-2019, MA2231-2019","IF3159-2019, IF4071-2019, IF4074-2019, IF4041-2019, IF4061-2019, IF4042-2019, KU2061-2013"
13518110,"AS2005-2019, KU2061-2019, KU4078-2019, KU4095-2019","KU4172-2019, KU4273-2019, IF4020-2019, KU4072-2019, KU4183-2019, IF4061-2019, KU2062-2019"
13518111,"AS2005-2019, KU4078-2019, IF4020-2019, IF4033-2019, IF4042-2019, KU2062-2019, DK4111-2019, MB4044-2019","IF4072-2019, KU2061-2019, IF3159-2019, IF4052-2019, II4032-2019, IF4031-2019, II4038-2019"
13518112,"IF5175-2013, AS2005-2019, DK3014-2019, IF4041-2019, IF4071-2019, IF4072-2019, IF4074-2019, KU2061-2019, KU4070-2019, KU4071-2019, KU4072-2019, IF4021-2019, IF4061-2019, IF5124-2013, IF6080-2013, IF5143-2013","IF4043-2019, IF4042-2019, KU4078-2019, KU2061-2013, IF3159-2019, IF4073-2019, IF4150-2019, AS2005-2013, KU4273-2019, BI2001-2019, IF4051-2019, KU4183-2013, DK3014-2013, KU4182-2013, IF4044-2019, KU4184-2013, IF4031-2019, IF4040-2019, KU2062-2013, IF4020-2019, IF4052-2019, KU4183-2019, IF4070-2019, II4038-2019, KU4095-2019, IF4033-2019, KU4079-2019, KU2063-2013, BI2001-2013"
13518113,"AS2005-2019, IF4040-2019, IF4041-2019, IF4071-2019, IF4072-2019, IF4073-2019, IF4074-2019, IF4021-2019, IF4061-2019, KU2062-2019, MA2252-2019","DK3014-2019, KU4078-2019, KU2061-2013, KU2061-2019, IF4043-2019, IF4150-2019, AS2005-2013"
13518114,"BI2001-2019, KU2063-2019, KU4078-2019, KU4079-2019, IF4033-2019, MA2252-2019","II4032-2019, IF4031-2019, IF4020-2019, IF4052-2019, IF3159-2019, II4038-2019, IF4072-2019"
13518115,"BI2001-2019, IF4031-2019, KU2061-2019, KU4072-2019, KU4273-2019","IF3159-2019, II4032-2019, II4038-2019, IF4052-2019, IF4074-2019, IF4033-2019, IF4043-2019"
13518116,"AS2005-2019, IF4043-2019, KU4172-2019, KU4184-2019, IF4061-2019, KU2062-2019","IF3159-2019, DK3014-2019, KU2061-2013, IF4074-2019, IF4072-2019, BI2001-2019, IF4041-2019"
13518117,"BI2001-2019, DK3014-2019, IF4043-2019, IF4072-2019, IF4074-2019, KU2063-2019, KU4079-2019, IF4020-2019, IF4033-2019, KU4291-2019, KU4294-2019","IF3159-2019, IF4061-2019, KU2061-2013, IF4071-2019, IF4041-2019, IF4052-2019, KU4183-2019"
13518118,"IF5133-2013, IF5134-2013, IF5021-2013, BI2001-2019, KU2061-2019, KU4182-2019, PL4042-2019, IF4020-2019, IF4033-2019, IF6010-2013, KU4294-2019","IF3159-2019, IF4052-2019, II4032-2019, IF4031-2019, II4038-2019, IF4072-2019, IF4044-2019"
13518119,"AS2005-2019, BI2001-2019, IF4031-2019, KU4072-2019, KU4079-2019, KU4095-2019, KU4172-2019, IF4020-2019, IF4021-2019, IF4033-2019, IF4061-2019, KU2062-2019, KU4273-2019","IF3159-2019, IF4074-2019, IF4043-2019, II4032-2019, II4038-2019, IF4072-2019, KU2061-2013"
13518120,"BI2001-2019, IF4043-2019, II4022-2019, II4033-2019, KU2061-2019, KU4183-2019, IF4020-2019, IF4033-2019, IF4061-2019, KU4291-2019, KU4294-2019","IF3159-2019, IF4052-2019, KU2061-2013, IF4074-2019, IF4072-2019, IF4031-2019, DK3014-2019"
13518121,"BI2001-2019, KU2061-2019, KU4070-2019, KU4078-2019, KU4093-2019, KU4182-2019, IF4021-2019, KU4294-2019","IF4051-2019, IF4150-2019, KU4183-2019, IF4031-2019, IF3159-2019, IF4061-2019, IF4074-2019"
13518122,"AS2005-2019, IF4072-2019, KU2061-2019, KU4079-2019, KU4095-2019, IF4061-2019, KU4273-2019, KU4294-2019","DK3014-2019, IF4071-2019, IF4042-2019, IF4074-2019, IF4043-2019, IF3159-2019, IF4041-2019"
13518123,KU2061-2019,"AS2005-2019, KU4273-2019, KU4072-2019, IF4061-2019, KU4078-2019, KU4079-2019, IF4020-2019"
13518124,"BI2001-2019, IF4031-2019, IF4041-2019, IF4043-2019, IF4072-2019, KU2065-2019, KU4071-2019, KU4078-2019, KU4079-2019, IF4020-2019, IF4021-2019","IF3159-2019, II4032-2019, II4038-2019, DK3014-2019, IF4071-2019, IF4061-2019, IF4074-2019"
13518125,"IF5031-2013, IF5172-2013, IF5135-2013, IF5175-2013, AS2005-2019, DK3014-2019, KU2063-2019, KU4078-2019, DP4203-2019, IF4061-2019, IF6046-2013","IF4074-2019, IF4072-2019, IF4043-2019, IF4041-2019, IF4150-2019, KU2061-2013, BI2001-2019"
13518126,"IF5010-2013, AS2005-2019, IF4031-2019, IF4040-2019, IF4041-2019, IF4073-2019, KU2061-2019, KU4012-2019, IF4021-2019, IF4033-2019, IF4044-2019, IF6010-2013, IF6080-2013, IF6082-2013","II4032-2019, II4038-2019, IF3159-2019, KU2061-2013, IF4020-2019, IF4052-2019, IF4051-2019"
13518127,"AS2005-2019, DK3014-2019, DK3016-2019, IF4041-2019, IF4043-2019, IF4072-2019, IF4074-2019, KU2061-2019, KU4078-2019, KU4190-2019, IF4044-2019","IF4061-2019, IF4042-2019, IF4071-2019, KU4273-2019, BI2001-2019, IF4150-2019, AS2005-2013"
13518128,"BI2001-2019, IF4041-2019, KU2065-2019, KU4078-2019, KU4172-2019, IF4061-2019, KU4273-2019","IF3159-2019, IF4074-2019, IF4043-2019, IF4072-2019, KU2061-2013, IF4021-2019, DK3014-2019"
13518129,"BI2001-2019, DK3014-2019, IF4072-2019, KU2065-2019, KU4071-2019, KU4078-2019, KU4079-2019, IF4021-2019, KU4273-2019","IF3159-2019, IF4071-2019, IF4043-2019, IF4074-2019, IF4041-2019, IF4061-2019, KU2061-2013"
13518130,"BI2001-2019, DK3014-2019, KU2061-2019, KU4078-2019, KU4079-2019, IF4020-2019, IF4021-2019, KU4273-2019","IF3159-2019, IF4043-2019, IF4061-2019, IF4052-2019, IF4033-2019, IF4074-2019, IF4072-2019"
13518131,"AS2005-2019, IF4031-2019, IF4040-2019, IF4041-2019, IF4052-2019, IF4071-2019, IF4073-2019, IF4074-2019, KU2061-2019, KU4079-2019, KU4094-2019, IF4021-2019, IF4033-2019","II4032-2019, II4038-2019, IF3159-2019, BI2001-2019, IF4020-2019, IF4072-2019, IF4043-2019"
13518132,"BI2001-2019, KU2065-2019, KU4172-2019, MB4044-2019","KU4095-2019, IF3159-2019, IF4061-2019, KU2061-2013, IF4043-2019, IF4074-2019, KU4183-2019"
13518133,"AS2005-2019, DK3014-2019, KU2063-2019, DP4203-2019, IF4061-2019, MB4044-2019, KR3242-2019","IF4074-2019, IF4072-2019, IF4043-2019, IF4041-2019, IF4150-2019, KU2061-2013, BI2001-2019"
13518134,"AS2005-2019, DK3014-2019, IF4031-2019, IF4041-2019, KU2061-2019, IF4020-2019, IF4033-2019, IF4061-2019, MA2252-2019","II4032-2019, IF3159-2019, II4038-2019, IF4052-2019, IF4150-2019, IF4051-2019, AS2005-2013"
13518135,"AS2005-2019, AS2005-2019, DK3014-2019, IF4041-2019, IF4043-2019, IF4071-2019, IF4074-2019, KU2061-2019, KU4183-2019, DK4206-2019, IF4020-2019","IF3159-2019, IF4052-2019, KU2061-2013, BI2001-2019, IF4031-2019, IF4061-2019, IF4072-2019"
13518136,"BI2001-2019, IF4041-2019, IF4071-2019, IF4072-2019, IF4073-2019, IF4074-2019, KU2061-2019, KU4072-2019, IF4020-2019, IF4042-2019, IF4051-2019, KU4294-2019","IF3159-2019, KU2061-2013, IF4043-2019, IF4061-2019, IF4150-2019, IF4021-2019, AS2005-2013, IF4031-2019, KU4078-2019, KU4183-2019, IF4052-2019, KU4273-2019, IF4033-2019, KU4183-2013, DK3014-2013, II4032-2019, KU4182-2013, II4038-2019, IF4044-2019, KU4184-2013, DK3014-2019, AS2005-2019, IF4040-2019, KU2062-2013, IF4070-2019, KU4079-2019, KU2062-2019, KU4172-2019, KU4095-2019, KU2063-2013, BI2001-2013"
13518137,"AS2005-2019, DK3014-2019, KU2061-2019, IF4061-2019","IF4074-2019, IF4072-2019, IF4043-2019, IF4041-2019, IF4150-2019, KU2061-2013, BI2001-2019"
13518138,"BI2001-2019, IF4040-2019, IF4041-2019, IF4074-2019, KU2061-2019, KU4078-2019, KU4079-2019, KU4172-2019, IF4020-2019, IF4044-2019, MB4044-2019","IF3159-2019, IF4072-2019, KU2061-2013, IF4043-2019, IF4061-2019, KU4183-2019, IF4071-2019"
13518139,"BI2001-2019, DK3014-2019, IF4031-2019, KU2063-2019, KU4078-2019, KU4183-2019, IF4021-2019, KU4273-2019","IF3159-2019, KU2061-2013, IF4052-2019, II4032-2019, II4038-2019, IF4043-2019, IF4074-2019"
13518140,"BI2001-2019, IF4041-2019, IF4071-2019, IF4073-2019, IF4074-2019, KU2061-2019, KU4078-2019, IF4020-2019, IF4042-2019, IF4044-2019, MB4042-2019","IF3159-2019, IF4072-2019, KU2061-2013, IF4043-2019, IF4061-2019, KU4183-2019, KU4072-2019"
13518141,"IF5011-2013, IF5172-2013, IF5135-2013, IF5175-2013, AS2005-2019, IF4072-2019, KU4078-2019, IF4044-2019, IF4051-2019, IF4061-2019, IF6046-2013, KU2062-2019, MB4044-2019","DK3014-2019, IF4071-2019, IF4150-2019, IF4021-2019, AS2005-2013, IF4031-2019, IF4074-2019"
13518142,"AS2005-2019, IF4040-2019, IF4041-2019, IF4043-2019, IF4071-2019, IF4072-2019, KU2063-2019, KU4182-2019, DK4206-2019, IF4042-2019, IF4044-2019","KU2061-2019, IF4074-2019, KU4078-2019, IF4073-2019, DK3014-2019, IF4061-2019, KU4273-2019"
13518143,"BI2001-2019, IF4041-2019, IF4043-2019, IF4072-2019, IF4074-2019, KU2061-2019, KU4071-2019, KU4078-2019, KU4095-2019, KU4172-2019, KU4193-2019, IF4044-2019, KU4273-2019","IF3159-2019, IF4061-2019, KU2061-2013, DK3014-2019, IF4071-2019, IF4042-2019, KU4183-2019"
13518144,"BI2001-2019, IF4031-2019, IF4043-2019, IF4074-2019, KU2061-2019, KU4095-2019, IF4021-2019, IF4033-2019, IF4051-2019, IF4081-2019, MK3021-2019","IF3159-2019, II4032-2019, II4038-2019, IF4061-2019, KU2061-2013, DK3014-2019, IF4072-2019"
13518145,"BI2001-2019, IF4040-2019, IF4043-2019, IF4072-2019, KU2061-2019, IF4021-2019, IF4033-2019, IF4044-2019, KU4291-2019, ME4045-2019, KR3242-2019","IF3159-2019, DK3014-2019, IF4071-2019, IF4061-2019, IF4074-2019, KU2061-2013, IF4041-2019"
13518146,"BI2001-2019, DK3014-2019, KU2065-2019, KU4071-2019, KU4078-2019, IF4061-2019, KU4273-2019, DK4111-2019","IF3159-2019, IF4074-2019, IF4043-2019, IF4072-2019, KU2061-2013, IF4021-2019, KU4183-2019"
13518147,"AS2005-2019, IF4040-2019, IF4041-2019, IF4043-2019, IF4071-2019, KU2061-2019, KU4072-2019, KU4172-2019, KU4184-2019, IF4061-2019, KU4273-2019","IF4074-2019, IF4072-2019, KU4078-2019, IF3159-2019, DK3014-2019, IF4073-2019, KU2061-2013"
13518148,"AS2005-2019, DK3014-2019, DK3016-2019, IF4043-2019, IF4071-2019, IF4072-2019, IF4074-2019, KU2061-2019, KU4183-2019, KU4190-2019, IF4061-2019","IF3159-2019, IF4052-2019, KU2061-2013, BI2001-2019, IF4031-2019, IF4044-2019, IF4042-2019"
13518149,"BI2001-2019, DK3014-2019, KU2065-2019, IF4021-2019","IF3159-2019, IF4043-2019, IF4061-2019, IF4074-2019, IF4072-2019, IF4041-2019, IF4051-2019, IF4150-2019, KU4183-2019, KU2061-2013, IF4031-2019, IF4071-2019, AS2005-2019, KU4078-2019, KU2061-2019, IF4073-2019, IF4070-2019, AS2005-2013, KU4072-2019, IF4044-2019, II4032-2019, II4038-2019, IF4052-2019, IF4020-2019, KU4079-2019, KU2062-2019, IF4042-2019, KU4273-2019, KU4070-2019, KU4172-2019, IF4033-2019, KU2062-2013"
13518150,"AS2005-2019, DK3014-2019, IF4043-2019, IF4071-2019, IF4072-2019, KU2061-2019, KU4070-2019, KU4190-2019, KU4193-2019, IF4020-2019, IF4042-2019, IF4061-2019","IF4074-2019, IF3159-2019, KU2061-2013, IF4041-2019, IF4073-2019, IF4052-2019, IF4033-2019"
13519001,"BI2001-2019, KU2062-2019","IF3159-2019, IF4061-2019, KU2061-2013, IF4043-2019, IF4074-2019, KU4183-2019, IF4072-2019"
13519002,"BI2001-2019, KU2063-2019, KU4072-2019, KU4078-2019, IF4061-2019","IF3159-2019, IF4074-2019, IF4043-2019, IF4072-2019, KU2061-2013, IF4021-2019, DK3014-2019"
13519003,"KU4079-2019, KU2062-2019","BI2001-2019, KU4078-2019, KU2061-2019, IF4020-2019, IF4021-2019, IF4072-2019, IF4071-2019"
13519004,"AS2005-2019, KU2063-2019, IF4020-2019, IF4021-2019, IF4033-2019, MA4072-2019","IF3159-2019, IF4052-2019, II4032-2019, IF4031-2019, II4038-2019, IF4072-2019, IF4044-2019"
13519005,"BI2001-2019, KU2061-2019","IF3159-2019, IF4061-2019, KU2061-2013, IF4043-2019, IF4074-2019, KU4183-2019, IF4072-2019"
13519006,"AS2005-2019, KU2061-2019, IF4021-2019","IF4051-2019, IF4150-2019, IF4031-2019, IF4074-2019, IF4073-2019, KU4183-2019, BI2001-2019"
13519007,"BI2001-2019, KU2061-2019, KU4079-2019, DK4206-2019","IF3159-2019, IF4061-2019, KU2061-2013, IF4043-2019, IF4074-2019, KU4183-2019, KU4078-2019"
13519008,"AS2005-2019, KU2061-2019, KU4095-2019, KU4172-2019, IF4044-2019, KU4273-2019","KU4183-2019, KU2061-2013, IF3159-2019, IF4031-2019, IF4040-2019, IF4041-2019, IF4072-2019"
13519009,"BI2001-2019, IF4021-2019, KU2062-2019, KU4074-2019, MB4044-2019","IF4051-2019, IF4150-2019, KU4183-2019, IF4031-2019, IF3159-2019, IF4061-2019, IF4074-2019"
13519010,"AS2005-2019, KU2061-2019","KU4273-2019, KU4072-2019, IF4061-2019, KU4078-2019, KU4095-2019, KU4079-2019, IF4020-2019"
13519011,KU2065-2019,"AS2005-2019, KU4078-2019, BI2001-2019"
13519012,"AS2005-2019, KU2061-2019, MB4042-2019","KU4273-2019, KU4072-2019, IF4061-2019, KU4078-2019, KU4095-2019, KU4079-2019, IF4020-2019"
13519013,"AS2005-2019, KU2061-2019","KU4273-2019, KU4072-2019, IF4061-2019, KU4078-2019, KU4095-2019, KU4079-2019, IF4020-2019"
13519014,"AS2005-2019, KU2061-2019, KU4071-2019, KU4172-2019","KU4095-2019, KU4273-2019, BI2001-2019, KU4072-2019, IF4061-2019, IF4072-2019, KU4078-2019"
13519015,"BI2001-2019, KU2061-2019, KU4273-2019","IF3159-2019, IF4061-2019, KU2061-2013, IF4043-2019, IF4074-2019, KU4183-2019, IF4072-2019"
13519016,"AS2005-2019, KU2063-2019","KU4072-2019, KU2061-2019, KU4078-2019, KU4095-2019, BI2001-2019, KU4273-2019, IF4020-2019"
13519017,"AS2005-2019, KU2061-2019, KU4071-2019","KU4273-2019, KU4072-2019, IF4061-2019, IF4072-2019, KU4078-2019, KU4095-2019, KU4079-2019"
13519018,"AS2005-2019, II4042-2019, KU2061-2019, KU4072-2019","IF4074-2019, IF3159-2019, IF4072-2019, IF4020-2019, IF4052-2019, BI2001-2019, IF4061-2019"
13519019,"AS2005-2019, KU2061-2019, IF4061-2019, KU4273-2019, ME4045-2019","IF4074-2019, KU4078-2019, KU2061-2013, DK3014-2019, IF4043-2019, IF3159-2019, BI2001-2019"
13519020,"AS2005-2019, KU2061-2019, KU4172-2019, IF4020-2019, IF4061-2019","IF3159-2019, IF4052-2019, IF4033-2019, II4038-2019, IF4031-2019, BI2001-2019, II4032-2019"
13519021,"BI2001-2019, KU2063-2019, IF4021-2019","IF4051-2019, IF4150-2019, KU4183-2019, IF4031-2019, IF3159-2019, IF4061-2019, IF4074-2019"
13519022,"AS2005-2019, KU2061-2019, KU4078-2019, KU4079-2019, IF4020-2019, IF4021-2019","IF3159-2019, IF4052-2019, IF4033-2019, II4038-2019, IF4051-2019, IF4150-2019, IF4031-2019"
13519024,"BI2001-2019, KU2061-2019","IF3159-2019, IF4061-2019, KU2061-2013, IF4043-2019, IF4074-2019, KU4183-2019, IF4072-2019"
13519025,"BI2001-2019, KU2061-2019, KU4079-2019, KU4094-2019","IF3159-2019, IF4061-2019, KU2061-2013, IF4043-2019, IF4074-2019, KU4183-2019, KU4078-2019"
13519026,"AS2005-2019, KU2061-2019, KU4072-2019, DK4206-2019","IF4074-2019, IF3159-2019, IF4072-2019, IF4020-2019, IF4052-2019, BI2001-2019, IF4061-2019"
13519027,"AS2005-2019, KU2063-2019, KU4095-2019, KU4172-2019, IF4021-2019","IF4051-2019, IF4150-2019, IF4031-2019, IF4074-2019, IF4073-2019, KU4273-2019, KU4183-2019, BI2001-2019, KU4078-2019, IF4070-2019, DK3014-2019, AS2005-2013, KU4072-2019, KU2061-2013, IF4043-2019, IF4044-2019, IF4072-2019, IF3159-2019, IF4061-2019, KU2061-2019, IF4042-2019, IF4052-2019, IF4041-2019, KU4070-2019, IF4020-2019, IF4071-2019, IF4033-2019, KU4079-2019"
13519028,KU2061-2019,"AS2005-2019, KU4273-2019, KU4072-2019, IF4061-2019, KU4078-2019, KU4079-2019, IF4020-2019"
13519029,"AS2005-2019, KU2062-2019","BI2001-2019, KU4078-2019, KU4072-2019, KU2061-2019, KU4095-2019, KU4273-2019, IF4020-2019"
13519030,"AS2005-2019, KU2061-2019, KU4172-2019","KU4095-2019, KU4273-2019, BI2001-2019, KU4072-2019, IF4061-2019, KU4078-2019, IF4043-2019"
13519031,"BI2001-2019, KU4095-2019, DP3204-2019","KU4172-2019, IF3159-2019, IF4061-2019, KU2061-2013, IF4043-2019, IF4074-2019, KU4183-2019"
13519032,"AS2005-2019, KU2065-2019, IF4044-2019, ME4044-2019","KU4183-2019, KU2061-2013, IF3159-2019, IF4031-2019, IF4040-2019, IF4041-2019, KU2061-2019"
13519033,"AS2005-2019, KU2061-2019, IF4020-2019, IF4021-2019","IF3159-2019, IF4052-2019, IF4033-2019, II4038-2019, IF4051-2019, IF4150-2019, IF4031-2019"
13519034,"AS2005-2019, MA2022-2019","KU4072-2019, KU2061-2019, KU4078-2019, KU4095-2019, KU4273-2019, IF4020-2019, IF4061-2019"
13519035,"AS2005-2019, KU2063-2019","KU4072-2019, KU2061-2019, KU4078-2019, KU4095-2019, BI2001-2019, KU4273-2019, IF4020-2019"
13519036,KU2061-2019,"AS2005-2019, KU4273-2019, KU4072-2019, IF4061-2019, KU4078-2019, KU4079-2019, IF4020-2019"
13519037,"AS2005-2019, KU2065-2019, DK4206-2019","KU4072-2019, KU2061-2019, KU4078-2019, KU4095-2019, BI2001-2019, KU4273-2019, IF4020-2019"
13519038,"AS2005-2019, KU2061-2019, KU4072-2019, KU4095-2019, KU4172-2019","KU4273-2019, IF4074-2019, IF3159-2019, IF4072-2019, IF4020-2019, IF4052-2019, BI2001-2019"
13519039,"AS2005-2019, KU2061-2019, KU4078-2019, IF4061-2019","IF4074-2019, KU2061-2013, DK3014-2019, IF4150-2019, IF3159-2019, BI2001-2019, IF4043-2019"
13519040,"BI2001-2019, KU2061-2019, KU4079-2019","IF3159-2019, IF4061-2019, KU2061-2013, IF4043-2019, IF4074-2019, KU4183-2019, KU4078-2019"
13519041,AS2005-2019,"KU4072-2019, KU2061-2019, KU4078-2019, KU4095-2019, KU4273-2019, IF4020-2019, IF4061-2019"
13519042,"AS2005-2019, KU2061-2019, KU4079-2019","BI2001-2019, KU4078-2019, KU4273-2019, KU4072-2019, IF4061-2019, IF4020-2019, KU4095-2019"
13519043,"AS2005-2019, KU2061-2019, KU4172-2019","KU4095-2019, KU4273-2019, BI2001-2019, KU4072-2019, IF4061-2019, KU4078-2019, IF4043-2019"
13519044,"AS2005-2019, KU2063-2019, KU4070-2019","IF4150-2019, IF4021-2019, KU4072-2019, KU2061-2019, IF4061-2019, KU4078-2019, KU4095-2019"
13519045,"AS2005-2019, KU2061-2019, IF4020-2019, IF4033-2019","IF3159-2019, IF4052-2019, II4032-2019, IF4031-2019, II4038-2019, IF4072-2019, IF4044-2019"
13519046,"AS2005-2019, KU2061-2019, KU4078-2019","KU4273-2019, IF4020-2019, KU4072-2019, KU4183-2019, IF4061-2019, KU2062-2019, KU2061-2013"
13519047,KU4273-2019,"KU4172-2019, KU4095-2019, IF4061-2019, IF4043-2019, DK3014-2019, IF4072-2019, IF4041-2019"
13519048,"BI2001-2019, KU2063-2019, IF4021-2019, MA3161-2019","IF4051-2019, IF4150-2019, KU4183-2019, IF4031-2019, IF3159-2019, IF4061-2019, IF4074-2019"
13519049,"AS2005-2019, KU2065-2019, KU4078-2019, KU4095-2019","KU4172-2019, KU4273-2019, KU4072-2019, KU2061-2019, KU4183-2019, KU2062-2019, IF4061-2019, KU2061-2013, IF4041-2019, BI2001-2019, IF4150-2019, DK3014-2019, IF4074-2019, KU4079-2019, IF3159-2019, IF4043-2019, IF4072-2019, IF4073-2019, IF4021-2019, IF4071-2019, IF4044-2019, IF4020-2019, IF4052-2019, IF4033-2019, AS2005-2013, IF4031-2019"
13519050,"AS2005-2019, KU2063-2019, KU4072-2019, IF4020-2019","IF3159-2019, IF4052-2019, IF4033-2019, II4038-2019, IF4031-2019, BI2001-2019, II4032-2019"
13519051,KU2061-2019,"AS2005-2019, KU4273-2019, KU4072-2019, IF4061-2019, KU4078-2019, KU4079-2019, IF4020-2019"
13519052,"AS2005-2019, BI2001-2019, KU2064-2019, KU4079-2019, KU4172-2019","KU4095-2019, IF3159-2019, IF4061-2019, KU2061-2013, IF4043-2019, IF4074-2019, KU4183-2019"
13519053,"BI2001-2019, KU2061-2019, KU2061-2019, KU4078-2019","IF3159-2019, IF4061-2019, KU2061-2013, IF4043-2019, IF4074-2019, KU4183-2019, KU4079-2019"
13519054,"BI2001-2019, KU2063-2019, KU4095-2019","KU4172-2019, IF3159-2019, IF4061-2019, KU2061-2013, IF4043-2019, IF4074-2019, KU4183-2019"
13519055,"BI2001-2019, IF4031-2019, KU4095-2019, KU4172-2019, IF4020-2019, IF4021-2019, KU2062-2019, KU4273-2019, DP3204-2019","IF3159-2019, II4032-2019, II4038-2019, IF4052-2019, IF4074-2019, IF4033-2019, IF4051-2019"
13519056,"AS2005-2019, KU2061-2019, KU4079-2019","BI2001-2019, KU4078-2019, KU4273-2019, KU4072-2019, IF4061-2019, IF4020-2019, KU4095-2019"
13519057,BI2001-2019,"IF3159-2019, IF4061-2019, KU2061-2013, IF4043-2019, IF4074-2019, KU4183-2019, IF4072-2019"
13519058,"BI2001-2019, KU4079-2019, KU2062-2019","IF3159-2019, IF4061-2019, KU2061-2013, IF4043-2019, IF4074-2019, KU4183-2019, KU4078-2019"
13519059,"BI2001-2019, KU2061-2019","IF3159-2019, IF4061-2019, KU2061-2013, IF4043-2019, IF4074-2019, KU4183-2019, IF4072-2019"
13519060,"AS2005-2019, KU2061-2019","KU4273-2019, KU4072-2019, IF4061-2019, KU4078-2019, KU4095-2019, KU4079-2019, IF4020-2019"
13519061,"AS2005-2019, KU2061-2019, KU4214-2019","KU4273-2019, KU4072-2019, IF4061-2019, KU4078-2019, KU4095-2019, KU4079-2019, IF4020-2019"
13519062,AS2005-2019,"KU4072-2019, KU2061-2019, KU4078-2019, KU4095-2019, KU4273-2019, IF4020-2019, IF4061-2019"
13519063,"AS2005-2019, KU2061-2019, MB4042-2019","KU4273-2019, KU4072-2019, IF4061-2019, KU4078-2019, KU4095-2019, KU4079-2019, IF4020-2019"
13519064,"AS2005-2019, KU2063-2019, KU4070-2019, KU4095-2019, KU4273-2019","KU4172-2019, IF4061-2019, IF4043-2019, KU2061-2019, DK3014-2019, IF4150-2019, IF4021-2019"
13519065,"AS2005-2019, KU2065-2019, KU4095-2019, KU4273-2019","KU4172-2019, IF4061-2019, IF4043-2019, KU2061-2019, DK3014-2019, IF4072-2019, KU4072-2019"
13519066,"BI2001-2019, KU2061-2019","IF3159-2019, IF4061-2019, KU2061-2013, IF4043-2019, IF4074-2019, KU4183-2019, IF4072-2019"
